taskID  subjectID  prediction   mu     numLeft    numRight  signal  reactionTime
T748r        156        40        70        40        80        red        15
T326b        156        30        30        20        60        blue        13
T542b        156        50        50        40        20        blue        10
T795r        156        60        70        90        50        red        8
T547r        156        40        50        40        70        red        9
T952b        156        60        90        50        20        blue        11
T719b        156        70        70        10        90        blue        19
T547b        156        50        50        40        70        blue        8
T938r        156        30        90        30        80        red        12
T321b        156        50        30        20        10        blue        14
T134r        156        50        10        30        40        red        8
T386r        156        50        30        80        60        red        8
T624r        156        40        60        20        40        red        7
T289r        156        50        20        80        90        red        7
T326r        156        30        30        20        60        red        9
T831b        156        50        80        30        10        blue        6
T437r        156        30        40        30        70        red        9
T538r        156        40        50        30        80        red        9
T437b        156        60        40        30        70        blue        6
T142r        156        40        10        40        20        red        11
T451r        156        70        40        50        10        red        13
T748b        156        50        70        40        80        blue        8
T849b        156        70        80        40        90        blue        10
T386b        156        30        30        80        60        blue        13
T486b        156        30        40        80        60        blue        10
T218b        156        70        20        10        80        blue        14
T542r        156        50        50        40        20        red        7
T763b        156        50        70        60        30        blue        10
T523r        156        40        50        20        30        red        8
T724b        156        50        70        20        40        blue        6
T938b        156        80        90        30        80        blue        7
T321r        156        50        30        20        10        red        5
T451b        156        50        40        50        10        blue        7
T471r        156        60        40        70        10        red        8
T719r        156        30        70        10        90        red        11
T849r        156        50        80        40        90        red        15
T364b        156        50        30        60        40        blue        7
T218r        156        20        20        10        80        red        7
T756b        156        50        70        50        60        blue        5
T624b        156        50        60        20        40        blue        7
T834b        157        80        80        30        40        blue        65
T627b        157        80        60        20        70        blue        26
T759r        157        55        70        50        90        red        36
T824b        157        85        80        20        40        blue        43
T927r        157        75        90        20        70        red        43
T145b        157        10        10        40        50        blue        12
T342b        157        25        30        40        20        blue        23
T759b        157        96        70        50        90        blue        20
T496r        157        50        40        90        60        red        33
T927b        157        96        90        20        70        blue        42
T725r        157        50        70        20        50        red        64
T648b        157        66        60        40        80        blue        18
T415r        157        8        40        10        50        red        103
T361b        157        82        30        60        10        blue        47
T634r        157        51        60        30        40        red        131
T392r        157        65        30        90        20        red        16
T369b        157        68        30        60        90        blue        17
T725b        157        80        70        20        50        blue        43
T145r        157        9        10        40        50        red        17
T634b        157        62        60        30        40        blue        23
T483b        157        15        40        80        30        blue        28
T483r        157        62        40        80        30        red        42
T627r        157        30        60        20        70        red        30
T791r        157        95        70        90        10        red        28
T156b        157        12        10        50        60        blue        28
T462r        157        66        40        60        20        red        26
T281r        157        66        20        80        10        red        10
T657b        157        72        60        50        70        blue        19
T193b        157        2        10        90        30        blue        16
T342r        157        45        30        40        20        red        14
T762b        157        55        70        60        20        blue        17
T361r        157        75        30        60        10        red        25
T392b        157        5        30        90        20        blue        77
T276r        157        22        20        70        60        red        33
T369r        157        22        30        60        90        red        39
T824r        157        66        80        20        40        red        12
T496b        157        15        40        90        60        blue        19
T546b        157        60        50        40        60        blue        57
T324r        157        17        30        20        40        red        23
T932b        157        85        90        30        20        blue        23
T276b        157        15        20        70        60        blue        22
T462b        157        25        40        60        20        blue        26
T324b        157        40        30        20        40        blue        35
T932r        157        91        90        30        20        red        39
T762r        157        88        70        60        20        red        24
T415b        157        55        40        10        50        blue        34
T193r        157        25        10        90        30        red        9
T281b        157        5        20        80        10        blue        93
T278r        157        15        20        70        80        red        19
T179b        157        25        10        70        90        blue        7
T834r        157        75        80        30        40        red        11
T278b        157        30        20        70        80        blue        13
T648r        157        40        60        40        80        red        33
T546r        157        40        50        40        60        red        31
T286b        157        11        20        80        60        blue        14
T657r        157        52        60        50        70        red        13
T286r        157        25        20        80        60        red        18
T791b        157        20        70        90        10        blue        12
T156r        157        9        10        50        60        red        13
T179r        157        7        10        70        90        red        11
T398b        158        10        30        90        80        blue        49
T523r        158        20        50        20        30        red        10
T231b        158        70        20        30        10        blue        7
T429b        158        80        40        20        90        blue        6
T894r        158        90        80        90        40        red        6
T483b        158        20        40        80        30        blue        7
T952r        158        50        90        50        20        red        10
T894b        158        10        80        90        40        blue        9
T231r        158        30        20        30        10        red        7
T184r        158        80        10        80        40        red        5
T429r        158        20        40        20        90        red        9
T296b        158        10        20        90        60        blue        5
T873b        158        30        80        70        30        blue        6
T586b        158        20        50        80        60        blue        7
T132b        158        70        10        30        20        blue        4
T365r        158        60        30        60        50        red        7
T794b        158        10        70        90        40        blue        4
T257r        158        50        20        50        70        red        5
T586r        158        80        50        80        60        red        5
T385r        158        80        30        80        50        red        7
T923b        158        80        90        20        30        blue        4
T186b        158        20        10        80        60        blue        3
T132r        158        30        10        30        20        red        4
T385b        158        20        30        80        50        blue        3
T169b        158        40        10        60        90        blue        36
T186r        158        80        10        80        60        red        6
T918b        158        90        90        10        80        blue        91
T253r        158        50        20        50        30        red        4
T253b        158        50        20        50        30        blue        4
T483r        158        80        40        80        30        red        4
T923r        158        20        90        20        30        red        6
T934r        158        30        90        30        40        red        3
T865b        158        40        80        60        50        blue        4
T523b        158        80        50        20        30        blue        4
T934b        158        70        90        30        40        blue        4
T538r        158        30        50        30        80        red        7
T289r        158        80        20        80        90        red        4
T296r        158        90        20        90        60        red        3
T289b        158        20        20        80        90        blue        4
T981r        158        80        90        80        10        red        4
T654r        158        50        60        50        40        red        5
T398r        158        90        30        90        80        red        4
T567r        158        60        50        60        70        red        4
T257b        158        50        20        50        70        blue        4
T865r        158        60        80        60        50        red        4
T654b        158        50        60        50        40        blue        3
T538b        158        70        50        30        80        blue        4
T358r        158        50        30        50        80        red        3
T794r        158        90        70        90        40        red        4
T981b        158        20        90        80        10        blue        3
T685r        158        80        60        80        50        red        3
T918r        158        10        90        10        80        red        4
T184b        158        20        10        80        40        blue        3
T873r        158        70        80        70        30        red        3
T685b        158        20        60        80        50        blue        3
T358b        158        50        30        50        80        blue        4
T567b        158        40        50        60        70        blue        26
T952b        158        50        90        50        20        blue        5
T169r        158        60        10        60        90        red        12
T365b        158        40        30        60        50        blue        5
T817b        159        54        80        10        70        blue        95
T952r        159        96        90        50        20        red        226
T627r        159        30        60        20        70        red        124
T627b        159        80        60        20        70        blue        63
T142b        159        8        10        40        20        blue        63
T214b        159        27        20        10        40        blue        72
T479r        159        34        40        70        90        red        64
T215b        159        31        20        10        50        blue        62
T495r        159        55        40        90        50        red        78
T287r        159        22        20        80        70        red        66
T123b        159        11        10        20        30        blue        54
T479b        159        67        40        70        90        blue        87
T364r        159        39        30        60        40        red        111
T735b        159        77        70        30        50        blue        111
T746b        159        78        70        40        60        blue        81
T586b        159        18        50        80        60        blue        102
T485b        159        21        40        80        50        blue        52
T817r        159        36        80        10        70        red        194
T235b        159        26        20        30        50        blue        54
T256r        159        17        20        50        60        red        57
T236r        159        11        20        30        60        red        58
T364b        159        22        30        60        40        blue        54
T478r        159        37        40        70        80        red        206
T746r        159        61        70        40        60        red        170
T478b        159        50        40        70        80        blue        199
T534r        159        43        50        30        40        red        57
T978r        159        89        90        70        80        red        41
T926r        159        75        90        20        60        red        66
T287b        159        14        20        80        70        blue        40
T946r        159        86        90        40        60        red        43
T214r        159        6        20        10        40        red        53
T574r        159        34        50        70        40        red        71
T274b        159        11        20        70        40        blue        80
T863r        159        89        80        60        30        red        117
T913b        159        92        90        10        30        blue        118
T952b        159        85        90        50        20        blue        536
T259b        159        56        20        50        90        blue        76
T926b        159        95        90        20        60        blue        45
T495b        159        12        40        90        50        blue        51
T259r        159        12        20        50        90        red        46
T123r        159        7        10        20        30        red        42
T178r        159        9        10        70        80        red        110
T563b        159        36        50        60        30        blue        46
T236b        159        30        20        30        60        blue        40
T235r        159        13        20        30        50        red        42
T563r        159        13        50        60        30        red        43
T274r        159        30        20        70        40        red        63
T256b        159        20        20        50        60        blue        125
T142r        159        18        10        40        20        red        35
T946b        159        95        90        40        60        blue        61
T735r        159        64        70        30        50        red        47
T534b        159        54        50        30        40        blue        38
T178b        159        13        10        70        80        blue        44
T913r        159        75        90        10        30        red        45
T215r        159        11        20        10        50        red        42
T586r        159        57        50        80        60        red        44
T485r        159        48        40        80        50        red        65
T978b        159        91        90        70        80        blue        83
T574b        159        33        50        70        40        blue        40
T863b        159        70        80        60        30        blue        36
T761b        160        63        70        60        10        blue        102
T371r        160        75        30        70        10        red        81
T521b        160        47        50        20        10        blue        50
T358b        160        52        30        50        80        blue        59
T574b        160        33        50        70        40        blue        46
T328b        160        63        30        20        80        blue        64
T932b        160        89        90        30        20        blue        47
T819b        160        97        80        10        90        blue        45
T524r        160        33        50        20        40        red        43
T819r        160        31        80        10        90        red        43
T614b        160        69        60        10        40        blue        48
T718r        160        23        70        10        80        red        49
T562r        160        75        50        60        20        red        53
T617b        160        82        60        10        70        blue        44
T827b        160        91        80        20        70        blue        54
T328r        160        10        30        20        80        red        51
T917r        160        56        90        10        70        red        46
T358r        160        21        30        50        80        red        50
T371b        160        12        30        70        10        blue        50
T469b        160        74        40        60        90        blue        56
T594b        160        14        50        90        40        blue        49
T514b        160        60        50        10        40        blue        84
T594r        160        69        50        90        40        red        49
T514r        160        20        50        10        40        red        52
T417r        160        9        40        10        70        red        52
T875b        160        71        80        70        50        blue        68
T761r        160        93        70        60        10        red        47
T378r        160        27        30        70        80        red        62
T762r        160        87        70        60        20        red        60
T917b        160        96        90        10        70        blue        56
T417b        160        67        40        10        70        blue        49
T469r        160        31        40        60        90        red        46
T316b        160        49        30        10        60        blue        48
T875r        160        85        80        70        50        red        49
T945b        160        92        90        40        50        blue        78
T382b        160        10        30        80        20        blue        54
T382r        160        63        30        80        20        red        48
T945r        160        88        90        40        50        red        49
T139r        160        4        10        30        90        red        58
T318b        160        66        30        10        80        blue        58
T316r        160        7        30        10        60        red        98
T617r        160        18        60        10        70        red        55
T524b        160        57        50        20        40        blue        46
T273r        160        37        20        70        30        red        55
T762b        160        54        70        60        20        blue        51
T419r        160        7        40        10        90        red        50
T419b        160        86        40        10        90        blue        54
T526r        160        25        50        20        60        red        87
T139b        160        44        10        30        90        blue        50
T614r        160        27        60        10        40        red        54
T273b        160        10        20        70        30        blue        48
T526b        160        67        50        20        60        blue        102
T718b        160        91        70        10        80        blue        64
T318r        160        5        30        10        80        red        53
T562b        160        33        50        60        20        blue        59
T521r        160        67        50        20        10        red        54
T932r        160        93        90        30        20        red        55
T574r        160        63        50        70        40        red        52
T378b        160        39        30        70        80        blue        47
T827r        160        53        80        20        70        red        53
T296b        161        20        20        90        60        blue        90
T967b        161        90        90        60        70        blue        40
T763r        161        40        70        60        30        red        161
T264b        161        12        20        60        40        blue        254
T781b        161        56        70        80        10        blue        64
T928r        161        45        90        20        80        red        31
T168r        161        6        10        60        80        red        37
T371r        161        21        30        70        10        red        61
T967r        161        54        90        60        70        red        41
T251r        161        10        20        50        10        red        19
T852b        161        40        80        50        20        blue        21
T983r        161        64        90        80        30        red        126
T425b        161        32        40        20        50        blue        43
T952r        161        45        90        50        20        red        14
T928b        161        72        90        20        80        blue        40
T168b        161        4        10        60        80        blue        44
T843r        161        32        80        40        30        red        28
T981b        161        18        90        80        10        blue        76
T682b        161        12        60        80        20        blue        31
T781r        161        56        70        80        10        red        37
T864b        161        32        80        60        40        blue        27
T365r        161        18        30        60        50        red        161
T471r        161        28        40        70        10        red        189
T136b        161        7        10        30        60        blue        18
T673b        161        18        60        70        30        blue        19
T913b        161        81        90        10        30        blue        23
T917r        161        1        90        10        70        red        11
T913r        161        1        90        10        30        red        17
T682r        161        48        60        80        20        red        98
T251b        161        10        20        50        10        blue        12
T237b        161        14        20        30        70        blue        14
T371b        161        9        30        70        10        blue        26
T485b        161        32        40        80        50        blue        16
T296r        161        18        20        90        60        red        18
T917b        161        81        90        10        70        blue        49
T981r        161        72        90        80        10        red        22
T758r        161        35        70        50        80        red        17
T264r        161        12        20        60        40        red        24
T983b        161        18        90        80        30        blue        11
T864r        161        48        80        60        40        red        15
T763b        161        28        70        60        30        blue        16
T481r        161        32        40        80        10        red        13
T136r        161        3        10        30        60        red        26
T364r        161        18        30        60        40        red        13
T865b        161        32        80        60        50        blue        18
T852r        161        40        80        50        20        red        11
T274r        161        14        20        70        40        red        16
T481b        161        8        40        80        10        blue        19
T865r        161        48        80        60        50        red        14
T365b        161        12        30        60        50        blue        13
T274b        161        6        20        70        40        blue        20
T364b        161        12        30        60        40        blue        18
T843b        161        48        80        40        30        blue        9
T425r        161        8        40        20        50        red        12
T952b        161        45        90        50        20        blue        16
T758b        161        35        70        50        80        blue        10
T485r        161        32        40        80        50        red        9
T237r        161        6        20        30        70        red        14
T673r        161        42        60        70        30        red        17
T471b        161        12        40        70        10        blue        18
T295b        162        30        20        90        50        blue        43
T237b        162        50        20        30        70        blue        22
T714b        162        85        70        10        40        blue        14
T942r        162        40        90        40        20        red        20
T623r        162        25        60        20        30        red        18
T325b        162        70        30        20        50        blue        8
T413r        162        15        40        10        30        red        10
T541r        162        20        50        40        10        red        23
T823r        162        15        80        20        30        red        8
T237r        162        20        20        30        70        red        35
T154r        162        60        10        50        40        red        22
T249b        162        30        20        40        90        blue        41
T841b        162        40        80        40        10        blue        26
T413b        162        70        40        10        30        blue        27
T842r        162        35        80        40        20        red        44
T627b        162        50        60        20        70        blue        11
T893r        162        90        80        90        30        red        43
T714r        162        20        70        10        40        red        37
T854r        162        60        80        50        40        red        93
T942b        162        95        90        40        20        blue        25
T143b        162        14        10        40        30        blue        104
T275b        162        50        20        70        50        blue        46
T841r        162        60        80        40        10        red        16
T728b        162        80        70        20        80        blue        26
T823b        162        70        80        20        30        blue        23
T541b        162        35        50        40        10        blue        17
T647b        162        50        60        40        70        blue        48
T842b        162        75        80        40        20        blue        58
T832b        162        80        80        30        20        blue        27
T153r        162        15        10        50        30        red        81
T859b        162        55        80        50        90        blue        22
T325r        162        20        30        20        50        red        14
T627r        162        50        60        20        70        red        26
T623b        162        40        60        20        30        blue        10
T154b        162        15        10        50        40        blue        10
T832r        162        60        80        30        20        red        44
T742r        162        70        70        40        20        red        12
T153b        162        15        10        50        30        blue        12
T143r        162        15        10        40        30        red        13
T295r        162        20        20        90        50        red        10
T574b        162        40        50        70        40        blue        24
T574r        162        65        50        70        40        red        26
T847r        162        65        80        40        70        red        14
T473r        162        30        40        70        30        red        20
T473b        162        30        40        70        30        blue        34
T728r        162        45        70        20        80        red        13
T652b        162        65        60        50        20        blue        17
T859r        162        75        80        50        90        red        21
T742b        162        80        70        40        20        blue        18
T896b        162        85        80        90        60        blue        8
T854b        162        70        80        50        40        blue        14
T249r        162        45        20        40        90        red        15
T893b        162        55        80        90        30        blue        13
T812b        162        70        80        10        20        blue        27
T652r        162        45        60        50        20        red        32
T275r        162        35        20        70        50        red        11
T896r        162        85        80        90        60        red        18
T847b        162        85        80        40        70        blue        16
T812r        162        75        80        10        20        red        14
T647r        162        70        60        40        70        red        14
T734b        163        21        70        30        40        blue        1824
T261r        163        2        20        60        10        red        28
T581r        163        40        50        80        10        red        26
T987b        163        18        90        80        70        blue        38
T346r        163        12        30        40        60        red        26
T935b        163        63        90        30        50        blue        21
T987r        163        72        90        80        70        red        15
T467b        163        16        40        60        70        blue        23
T971b        163        27        90        70        10        blue        14
T695r        163        54        60        90        50        red        33
T695b        163        6        60        90        50        blue        16
T839b        163        56        80        30        90        blue        89
T357r        163        15        30        50        70        red        13
T723r        163        14        70        20        30        red        20
T219b        163        18        20        10        90        blue        24
T261b        163        8        20        60        10        blue        18
T643r        163        24        60        40        30        red        12
T346b        163        18        30        40        60        blue        12
T176r        163        7        10        70        60        red        11
T615b        163        54        60        10        50        blue        12
T475r        163        28        40        70        50        red        15
T839r        163        24        80        30        90        red        10
T793r        163        63        70        90        30        red        27
T723b        163        56        70        20        30        blue        16
T467r        163        24        40        60        70        red        15
T387r        163        24        30        80        70        red        10
T829b        163        64        80        20        90        blue        12
T638r        163        18        60        30        80        red        11
T638b        163        42        60        30        80        blue        11
T827b        163        64        80        20        70        blue        9
T715r        163        7        70        10        50        red        13
T845r        163        32        80        40        50        red        10
T176b        163        3        10        70        60        blue        19
T615r        163        6        60        10        50        red        9
T793b        163        7        70        90        30        blue        9
T524r        163        10        50        20        40        red        12
T258b        163        10        20        50        80        blue        19
T481r        163        32        40        80        10        red        11
T827r        163        16        80        20        70        red        24
T475b        163        12        40        70        50        blue        9
T387b        163        6        30        80        70        blue        12
T219r        163        2        20        10        90        red        10
T132b        163        7        10        30        20        blue        15
T524b        163        40        50        20        40        blue        15
T412r        163        4        40        10        20        red        13
T935r        163        27        90        30        50        red        9
T481b        163        8        40        80        10        blue        11
T412b        163        36        40        10        20        blue        18
T672r        163        42        60        70        20        red        10
T258r        163        10        20        50        80        red        28
T845b        163        48        80        40        50        blue        12
T132r        163        3        10        30        20        red        11
T971r        163        63        90        70        10        red        11
T715b        163        63        70        10        50        blue        12
T643b        163        36        60        40        30        blue        14
T829r        163        16        80        20        90        red        9
T357b        163        15        30        50        70        blue        12
T672b        163        18        60        70        20        blue        10
T734r        163        21        70        30        40        red        10
T581b        163        10        50        80        10        blue        12
T657r        164        50        60        50        70        red        43
T184b        164        5        10        80        40        blue        44
T984r        164        95        90        80        40        red        40
T386b        164        15        30        80        60        blue        34
T192b        164        2        10        90        20        blue        43
T279b        164        40        20        70        90        blue        37
T941r        164        95        90        40        10        red        29
T852r        164        90        80        50        20        red        24
T273b        164        10        20        70        30        blue        29
T362r        164        55        30        60        20        red        33
T734b        164        70        70        30        40        blue        30
T657b        164        70        60        50        70        blue        26
T516b        164        70        50        10        60        blue        46
T971b        164        75        90        70        10        blue        30
T362b        164        17        30        60        20        blue        26
T537b        164        70        50        30        70        blue        69
T412b        164        40        40        10        20        blue        42
T589b        164        65        50        80        90        blue        27
T754r        164        75        70        50        40        red        26
T586r        164        55        50        80        60        red        37
T516r        164        15        50        10        60        red        70
T532b        164        45        50        30        20        blue        28
T273r        164        30        20        70        30        red        38
T587b        164        40        50        80        70        blue        138
T512r        164        30        50        10        20        red        68
T587r        164        60        50        80        70        red        33
T512b        164        50        50        10        20        blue        25
T278r        164        20        20        70        80        red        27
T384r        164        50        30        80        40        red        46
T942r        164        95        90        40        20        red        33
T859r        164        70        80        50        90        red        38
T823b        164        20        80        20        30        blue        28
T532r        164        60        50        30        20        red        31
T563r        164        70        50        60        30        red        36
T942b        164        90        90        40        20        blue        28
T384b        164        10        30        80        40        blue        34
T968r        164        90        90        60        80        red        28
T859b        164        50        80        50        90        blue        54
T537r        164        30        50        30        70        red        68
T586b        164        30        50        80        60        blue        27
T819b        164        95        80        10        90        blue        32
T734r        164        60        70        30        40        red        37
T984b        164        75        90        80        40        blue        29
T968b        164        95        90        60        80        blue        29
T754b        164        60        70        50        40        blue        44
T823r        164        70        80        20        30        red        26
T246b        164        25        20        40        60        blue        33
T412r        164        25        40        10        20        red        40
T819r        164        30        80        10        90        red        39
T192r        164        30        10        90        20        red        30
T589r        164        45        50        80        90        red        80
T386r        164        30        30        80        60        red        27
T941b        164        85        90        40        10        blue        71
T971r        164        95        90        70        10        red        29
T184r        164        15        10        80        40        red        28
T852b        164        70        80        50        20        blue        35
T246r        164        15        20        40        60        red        34
T279r        164        15        20        70        90        red        33
T278b        164        25        20        70        80        blue        77
T563b        164        35        50        60        30        blue        31
T213r        165        2        20        10        30        red        2001
T768r        165        14        70        60        80        red        44
T839r        165        2        80        30        90        red        56
T917r        165        1        90        10        70        red        25
T723b        165        27        70        20        30        blue        9
T463r        165        33        40        60        30        red        11
T235b        165        33        20        30        50        blue        8
T687r        165        45        60        80        70        red        12
T546r        165        4        50        40        60        red        24
T629b        165        55        60        20        90        blue        10
T746r        165        19        70        40        60        red        56
T861r        165        30        80        60        10        red        6
T546b        165        44        50        40        60        blue        26
T927r        165        13        90        20        70        red        18
T463b        165        31        40        60        30        blue        28
T541b        165        22        50        40        10        blue        12
T569b        165        11        50        60        90        blue        8
T168b        165        11        10        60        80        blue        17
T785r        165        38        70        80        50        red        10
T746b        165        32        70        40        60        blue        12
T249r        165        13        20        40        90        red        11
T249b        165        40        20        40        90        blue        10
T618b        165        55        60        10        80        blue        7
T359b        165        50        30        50        90        blue        10
T547b        165        50        50        40        70        blue        10
T168r        165        35        10        60        80        red        12
T329b        165        50        30        20        90        blue        18
T723r        165        10        70        20        30        red        15
T641b        165        40        60        40        10        blue        11
T182r        165        50        10        80        20        red        21
T629r        165        4        60        20        90        red        33
T569r        165        23        50        60        90        red        7
T187r        165        45        10        80        70        red        8
T687b        165        20        60        80        70        blue        13
T659r        165        20        60        50        90        red        10
T917b        165        58        90        10        70        blue        10
T861b        165        15        80        60        10        blue        23
T768b        165        35        70        60        80        blue        10
T839b        165        50        80        30        90        blue        7
T541r        165        20        50        40        10        red        9
T867r        165        15        80        60        70        red        11
T867b        165        12        80        60        70        blue        9
T182b        165        10        10        80        20        blue        9
T235r        165        5        20        30        50        red        9
T618r        165        3        60        10        80        red        16
T927b        165        50        90        20        70        blue        8
T718b        165        70        70        10        80        blue        8
T621b        165        60        60        20        10        blue        9
T785b        165        5        70        80        50        blue        7
T213b        165        70        20        10        30        blue        8
T621r        165        4        60        20        10        red        18
T251r        165        18        20        50        10        red        16
T251b        165        22        20        50        10        blue        7
T659b        165        50        60        50        90        blue        8
T359r        165        50        30        50        90        red        9
